Id;Title;Distributor;Genre
415;The Next Three Days;Lionsgate;Thriller-or-Suspense
416;The Ghost Writer;Summit Entertainment;Thriller-or-Suspense
417;Let Me In;Overture Films;Thriller-or-Suspense
418;MÃ¤n som hatar kvinnor;Alliance Atlantis;Thriller-or-Suspense
419;Flickan som lekte med elden;;Thriller-or-Suspense
420;El secreto de sus ojos;Sony Pictures Cla…;Thriller-or-Suspense
421;Luftslottet som sprÃ¤ngdes;Alliance Atlantis;Thriller-or-Suspense
422;Chloe;Sony Pictures Cla…;Thriller-or-Suspense
423;Los abrazos rotos;Sony Pictures Cla…;Thriller-or-Suspense
424;N-Secure;Freestyle Releasing;Thriller-or-Suspense
425;Harry Brown;Samuel Goldwyn Films;Thriller-or-Suspense
426;Kites;Big Pictures;Thriller-or-Suspense
427;Casino Jack;Samuel Goldwyn Films;Thriller-or-Suspense
428;Buried;Lionsgate;Thriller-or-Suspense
429;Law Abiding Citizen;Overture Films;Thriller-or-Suspense
430;The Square;Apparition;Thriller-or-Suspense
431;Les herbes folles;Sony Pictures Cla…;Thriller-or-Suspense
432;L'affaire Farewell, l'espio…;;Thriller-or-Suspense
433;La Soga;7-57 Releasing;Thriller-or-Suspense
434;Twelve;Hannover House;Thriller-or-Suspense
435;Armored;Sony Pictures;Thriller-or-Suspense
436;The Disappearance of Alice …;Anchor Bay Entert…;Thriller-or-Suspense
437;Bellamy;IFC Films;Thriller-or-Suspense
438;Tirez sur le pianiste;Janus Films;Thriller-or-Suspense
439;Ca$h;Roadside Attractions;Thriller-or-Suspense
440;L'armÃ©e du crime;Lorber Films;Thriller-or-Suspense
441;In My Sleep;Morning Star Pict…;Thriller-or-Suspense
442;Dead Awake;New Films Cinema;Thriller-or-Suspense
443;Red Hill;Sony Pictures;Thriller-or-Suspense
444;Dreamkiller;;Thriller-or-Suspense
445;Revanche;Janus Films;Thriller-or-Suspense
446;Le combat dans l'Ã®le;The Film Desk;Thriller-or-Suspense
447;Shanghai Red;Indican Pictures;Thriller-or-Suspense
448;The Box;Warner Bros.;Thriller-or-Suspense
449;Midnight Reckoning;Winter Star Enter…;Thriller-or-Suspense
450;The Oxford Murders;Magnolia Pictures;Thriller-or-Suspense
451;Inhale;IFC Films;Thriller-or-Suspense
452;Zenith;Cinema Purgatorio;Thriller-or-Suspense
453;As Good as Dead;Alchemy;Thriller-or-Suspense
454;Falling Awake;IFC Films;Thriller-or-Suspense
455;Daddy's Home;Self Distributed;Thriller-or-Suspense
457;Super 8;Paramount Pictures;Thriller-or-Suspense
458;Limitless;Relativity;Thriller-or-Suspense
459;Contagion;Warner Bros.;Thriller-or-Suspense
460;Unknown;Warner Bros.;Thriller-or-Suspense
461;The Adjustment Bureau;Universal;Thriller-or-Suspense
462;Black Swan;Fox Searchlight;Thriller-or-Suspense
463;The Lincoln Lawyer;Lionsgate;Thriller-or-Suspense
464;The Girl with the Dragon Ta…;Sony Pictures;Thriller-or-Suspense
465;Source Code;Summit Entertainment;Thriller-or-Suspense
466;Hanna;Focus Features;Thriller-or-Suspense
467;Red Riding Hood;Warner Bros.;Thriller-or-Suspense
468;The Roommate;Sony Pictures;Thriller-or-Suspense
469;In Time;20th Century Fox;Thriller-or-Suspense
470;Colombiana;Sony Pictures;Thriller-or-Suspense
471;The Debt;Focus Features;Thriller-or-Suspense
472;Abduction;Lionsgate;Thriller-or-Suspense
473;Apollo 18;Weinstein Co.;Thriller-or-Suspense
474;The Tourist;Sony Pictures;Thriller-or-Suspense
475;Straw Dogs;Sony Pictures;Thriller-or-Suspense
476;Anonymous;Sony Pictures;Thriller-or-Suspense
477;Tinker Tailor Soldier Spy;Focus Features;Thriller-or-Suspense
478;La piel que habito;Sony Pictures Cla…;Thriller-or-Suspense
479;Martha Marcy May Marlene;Fox Searchlight;Thriller-or-Suspense
480;Melancholia;Magnolia Pictures;Thriller-or-Suspense
481;La doppia ora;Samuel Goldwyn Films;Thriller-or-Suspense
482;Casino Jack;Samuel Goldwyn Films;Thriller-or-Suspense
483;A bout portant;Magnolia Pictures;Thriller-or-Suspense
484;Crime d'amour ;IFC Films;Thriller-or-Suspense
485;Di Renjie;Indomina Releasing;Thriller-or-Suspense
486;Munger Road;Freestyle Releasing;Thriller-or-Suspense
487;Hanyo;IFC Films;Thriller-or-Suspense
488;Luftslottet som sprÃ¤ngdes;Alliance Atlantis;Thriller-or-Suspense
489;Cold Weather;IFC Films;Thriller-or-Suspense
490;Akmareul Boatda (ìë§ë¥¼ ë³´ìë¤)…;Magnet Pictures;Thriller-or-Suspense
491;Misterios de Lisboa;Music Box Films;Thriller-or-Suspense
492;The Double;Image Entertainment;Thriller-or-Suspense
493;Viva Riva!;Music Box Films;Thriller-or-Suspense
494;The Perfect Host;Magnolia Pictures;Thriller-or-Suspense
495;Texas Killing Fields;Anchor Bay Entert…;Thriller-or-Suspense
496;Road to Nowhere;Monterey Media;Thriller-or-Suspense
